firma_id,il,kasaba,toplam_varliklar(€),ozkaynaklar(€),net_ciro(€),faaliyet_karı(€),kredi_bakiyesi(€),temerrut_durumu,pd,lgd,ead(€),ecl(€),rwa(€),overdraft_limit(€),geciken_taksit_sayisi,erken_uyari_seviye,tarih
4,TO,Torino,5591844.852495307,1375900.4744550951,70727.84595839144,7152.728289962409,645401.321633421,0,0.073,0.33,682617.0585643771,16444.244940815846,2604943.006741408,41668.092189961564,0,1,2024-01-31
4,TO,Torino,5591844.852495307,1375900.4744550951,70727.84595839144,7152.728289962409,645401.321633421,0,0.08,0.47,689024.8505543167,25907.33438084231,3537193.657792473,41668.092189961564,0,3,2024-03-01
4,TO,Torino,5591844.852495307,1375900.4744550951,70727.84595839144,7152.728289962409,645401.321633421,0,0.029,0.34,698837.5586034898,6890.53832783041,5562544.89459393,41668.092189961564,0,1,2024-03-31
4,TO,Torino,5591844.852495307,1375900.4744550951,70727.84595839144,7152.728289962409,645401.321633421,0,0.083,0.29,682874.7944945982,16436.796303484978,3281132.4435008406,41668.092189961564,0,4,2024-04-30
4,TO,Torino,5591844.852495307,1375900.4744550951,70727.84595839144,7152.728289962409,645401.321633421,0,0.08,0.33,696689.340675112,18392.598593822957,3321598.9164020526,41668.092189961564,0,2,2024-05-30
5,TO,Torino,8342856.555928698,5693994.084712482,4338794.758521516,-356279.27423540805,695130.0475093474,0,0.068,0.45,711007.3986530211,21756.826398782447,2848451.0421487987,14858.750295454523,2,2,2024-01-01
5,TO,Torino,8342856.555928698,5693994.084712482,4338794.758521516,-356279.27423540805,695130.0475093474,0,0.099,0.2,713408.8876721878,14125.495975909318,5842106.336925145,14858.750295454523,2,1,2024-01-31
5,TO,Torino,8342856.555928698,5693994.084712482,4338794.758521516,-356279.27423540805,695130.0475093474,0,0.041,0.34,707059.0963594101,9856.403803250178,6771193.6666984735,14858.750295454523,2,2,2024-03-01
5,TO,Torino,8342856.555928698,5693994.084712482,4338794.758521516,-356279.27423540805,695130.0475093474,0,0.094,0.34,706182.0147710582,22569.577192083023,6333332.045795444,14858.750295454523,2,1,2024-03-31
5,TO,Torino,8342856.555928698,5693994.084712482,4338794.758521516,-356279.27423540805,695130.0475093474,0,0.023,0.23,714855.019828842,3781.5830548945746,3989373.632863151,14858.750295454523,2,1,2024-04-30
5,TO,Torino,8342856.555928698,5693994.084712482,4338794.758521516,-356279.27423540805,695130.0475093474,0,0.07,0.33,713625.2797317428,16484.743961803262,4911290.670475187,14858.750295454523,2,1,2024-05-30
6,RM,Roma,5180433.314592156,1441728.7639896143,2230668.841371324,-10725.85163363294,912839.9883576368,0,0.03,0.2,919845.4862290653,5519.072917374392,2589896.46504046,7031.943450351275,3,2,2024-01-01
6,RM,Roma,5180433.314592156,1441728.7639896143,2230668.841371324,-10725.85163363294,912839.9883576368,0,0.059,0.58,917582.3961863577,31399.669597497155,3264474.108664013,7031.943450351275,3,1,2024-01-31
6,RM,Roma,5180433.314592156,1441728.7639896143,2230668.841371324,-10725.85163363294,912839.9883576368,0,0.056,0.36,920022.2538141285,18547.64863689283,4805381.655204007,7031.943450351275,3,1,2024-03-01
6,RM,Roma,5180433.314592156,1441728.7639896143,2230668.841371324,-10725.85163363294,912839.9883576368,0,0.086,0.43,922619.0199751974,34118.451358682796,3718834.4400270265,7031.943450351275,3,3,2024-03-31
6,RM,Roma,5180433.314592156,1441728.7639896143,2230668.841371324,-10725.85163363294,912839.9883576368,0,0.075,0.57,920379.0964103544,39346.20637154265,2209711.7861074833,7031.943450351275,3,1,2024-04-30
6,RM,Roma,5180433.314592156,1441728.7639896143,2230668.841371324,-10725.85163363294,912839.9883576368,0,0.025,0.32,920259.6294786403,7362.077035829122,3686365.9925606824,7031.943450351275,3,1,2024-05-30
7,RM,Roma,6192665.720226271,1541632.8913233627,484551.77343789185,-23477.096420235386,522896.7230599413,0,0.037,0.44,542585.2499940671,8833.287869903412,5600869.357799694,22185.473191133042,3,1,2024-01-01
7,RM,Roma,6192665.720226271,1541632.8913233627,484551.77343789185,-23477.096420235386,522896.7230599413,0,0.027,0.33,546355.7525479047,4868.029755201831,4922616.279630175,22185.473191133042,3,2,2024-01-31
7,RM,Roma,6192665.720226271,1541632.8913233627,484551.77343789185,-23477.096420235386,522896.7230599413,0,0.089,0.53,534409.7723941648,25208.108963832758,5047905.434770211,22185.473191133042,3,1,2024-03-01
7,RM,Roma,6192665.720226271,1541632.8913233627,484551.77343789185,-23477.096420235386,522896.7230599413,0,0.064,0.33,535256.6309522163,11304.62004571081,2454406.1728726863,22185.473191133042,3,1,2024-03-31
7,RM,Roma,6192665.720226271,1541632.8913233627,484551.77343789185,-23477.096420235386,522896.7230599413,1,0.025,0.28,543224.4464169259,3802.5711249184815,3403488.6349897673,22185.473191133042,3,3,2024-04-30
7,RM,Roma,6192665.720226271,1541632.8913233627,484551.77343789185,-23477.096420235386,522896.7230599413,0,0.052,0.47,554659.6200728444,13555.881114580316,4547025.966856172,22185.473191133042,3,3,2024-05-30
8,TO,Torino,928876.8846689492,400869.55128764047,1901038.3156713839,315356.52589597343,159857.45955064218,0,0.014,0.47,179571.57021194795,1181.5809319946175,652575.397179939,16036.731061326396,3,1,2024-01-01
8,TO,Torino,928876.8846689492,400869.55128764047,1901038.3156713839,315356.52589597343,159857.45955064218,0,0.032,0.37,178223.02185789827,2110.1605787975154,763211.9894207091,16036.731061326396,3,1,2024-01-31
8,TO,Torino,928876.8846689492,400869.55128764047,1901038.3156713839,315356.52589597343,159857.45955064218,0,0.028,0.28,180438.79524525878,1414.640154722829,869871.7325305218,16036.731061326396,3,1,2024-03-01
8,TO,Torino,928876.8846689492,400869.55128764047,1901038.3156713839,315356.52589597343,159857.45955064218,0,0.09,0.54,170807.5542277187,8301.24713546713,900457.262014722,16036.731061326396,3,1,2024-03-31
8,TO,Torino,928876.8846689492,400869.55128764047,1901038.3156713839,315356.52589597343,159857.45955064218,0,0.007,0.39,169624.04711736174,463.0736486303976,440267.0916061569,16036.731061326396,3,1,2024-04-30
8,TO,Torino,928876.8846689492,400869.55128764047,1901038.3156713839,315356.52589597343,159857.45955064218,0,0.088,0.32,181646.53591457085,5115.166451354315,836046.4671828109,16036.731061326396,3,2,2024-05-30
9,RM,Roma,1552281.6287502972,953401.6096404229,4727869.119673816,495301.70377980557,338300.6806167556,0,0.013,0.32,404146.37573122623,1681.248923041901,1401698.8739647232,50557.352425652294,2,1,2024-01-01
9,RM,Roma,1552281.6287502972,953401.6096404229,4727869.119673816,495301.70377980557,338300.6806167556,1,0.204,0.46,401589.64569618116,37685.17235212964,1347942.9451180445,50557.352425652294,2,3,2024-01-31
9,RM,Roma,1552281.6287502972,953401.6096404229,4727869.119673816,495301.70377980557,338300.6806167556,0,0.086,0.25,399224.35840660165,8583.323705741936,1271915.3675515812,50557.352425652294,2,2,2024-03-01
9,RM,Roma,1552281.6287502972,953401.6096404229,4727869.119673816,495301.70377980557,338300.6806167556,0,0.087,0.27,366290.9898867768,8604.175352440387,1245279.895563952,50557.352425652294,2,1,2024-03-31
9,RM,Roma,1552281.6287502972,953401.6096404229,4727869.119673816,495301.70377980557,338300.6806167556,0,0.039,0.27,405867.65953796625,4273.786454934785,1062128.1245523726,50557.352425652294,2,1,2024-04-30
9,RM,Roma,1552281.6287502972,953401.6096404229,4727869.119673816,495301.70377980557,338300.6806167556,0,0.052,0.44,386881.1565466894,8851.840861788252,1366157.3004378022,50557.352425652294,2,3,2024-05-30
10,NA,Napoli,7122949.336061424,1875051.0698999392,4202326.616425141,425712.0507755495,700053.9243442565,0,0.015,0.44,729834.8945221445,4816.9103038461535,3762879.598895623,36935.30119998329,0,1,2024-01-01
10,NA,Napoli,7122949.336061424,1875051.0698999392,4202326.616425141,425712.0507755495,700053.9243442565,0,0.086,0.29,744198.5333991701,18560.3114229753,5276252.361900488,36935.30119998329,0,3,2024-01-31
10,NA,Napoli,7122949.336061424,1875051.0698999392,4202326.616425141,425712.0507755495,700053.9243442565,0,0.098,0.43,755289.7125979759,31827.908488878704,6681756.048809887,36935.30119998329,0,1,2024-03-01
10,NA,Napoli,7122949.336061424,1875051.0698999392,4202326.616425141,425712.0507755495,700053.9243442565,0,0.026,0.41,724859.5384466238,7727.00267984101,2971849.894040422,36935.30119998329,0,1,2024-03-31
10,NA,Napoli,7122949.336061424,1875051.0698999392,4202326.616425141,425712.0507755495,700053.9243442565,0,0.013,0.37,720853.297155572,3467.304359318301,4115131.1169896745,36935.30119998329,0,1,2024-04-30
10,NA,Napoli,7122949.336061424,1875051.0698999392,4202326.616425141,425712.0507755495,700053.9243442565,0,0.087,0.41,735806.5742815821,26246.22050462403,4184707.603562227,36935.30119998329,0,3,2024-05-30
11,MI,Milano,8961060.379598347,6379786.446867443,3384055.5617503845,-198953.6220499278,284101.2697970921,0,0.033,0.44,292417.91726944403,4245.908158752327,5418606.212154304,5560.243304515766,3,3,2024-01-01
11,MI,Milano,8961060.379598347,6379786.446867443,3384055.5617503845,-198953.6220499278,284101.2697970921,0,0.006,0.28,289209.43831667106,485.87185637200747,4066031.413502797,5560.243304515766,3,1,2024-01-31
11,MI,Milano,8961060.379598347,6379786.446867443,3384055.5617503845,-198953.6220499278,284101.2697970921,1,0.508,0.5,287814.48143119086,73104.87828352248,3443327.805624955,5560.243304515766,3,1,2024-03-01
11,MI,Milano,8961060.379598347,6379786.446867443,3384055.5617503845,-198953.6220499278,284101.2697970921,0,0.093,0.37,287543.8425731115,9894.383622940766,5902426.217136688,5560.243304515766,3,1,2024-03-31
11,MI,Milano,8961060.379598347,6379786.446867443,3384055.5617503845,-198953.6220499278,284101.2697970921,0,0.063,0.49,287496.37436943984,8875.013076784608,2911566.4589059777,5560.243304515766,3,4,2024-04-30
11,MI,Milano,8961060.379598347,6379786.446867443,3384055.5617503845,-198953.6220499278,284101.2697970921,0,0.006,0.28,287098.0065536674,482.32465101016135,5146046.872713748,5560.243304515766,3,3,2024-05-30
12,NA,Napoli,3478320.0526014343,1622671.2412269935,3394154.529158822,178764.0809210431,862831.2291611109,0,0.054,0.22,976289.8030833956,11598.32286063074,1824403.7971335212,86737.5318295299,2,2,2024-01-01
12,NA,Napoli,3478320.0526014343,1622671.2412269935,3394154.529158822,178764.0809210431,862831.2291611109,0,0.078,0.55,940777.2611062847,40359.344501459615,3144560.201412099,86737.5318295299,2,1,2024-01-31
12,NA,Napoli,3478320.0526014343,1622671.2412269935,3394154.529158822,178764.0809210431,862831.2291611109,0,0.086,0.33,988951.2664098032,28066.436940710213,1340251.1563135115,86737.5318295299,2,1,2024-03-01
12,NA,Napoli,3478320.0526014343,1622671.2412269935,3394154.529158822,178764.0809210431,862831.2291611109,1,0.051,0.6,988721.8106743034,30254.88740663368,1377117.8210839522,86737.5318295299,2,2,2024-03-31
12,NA,Napoli,3478320.0526014343,1622671.2412269935,3394154.529158822,178764.0809210431,862831.2291611109,0,0.043,0.22,925622.6611372969,8756.390374358829,1928001.3523756533,86737.5318295299,2,1,2024-04-30
12,NA,Napoli,3478320.0526014343,1622671.2412269935,3394154.529158822,178764.0809210431,862831.2291611109,1,0.487,0.49,952781.6332070804,227362.2811322056,3088742.7541757007,86737.5318295299,2,1,2024-05-30
13,TO,Torino,7118101.216455829,5667933.197711372,1607413.099229234,164286.0744818825,845871.7155108586,0,0.013,0.23,975067.0015542407,2915.4503346471797,3082779.4269082462,91664.95075171655,2,3,2024-01-01
13,TO,Torino,7118101.216455829,5667933.197711372,1607413.099229234,164286.0744818825,845871.7155108586,0,0.009,0.58,914341.8740966151,4772.86458278433,6418760.169869235,91664.95075171655,2,1,2024-01-31
13,TO,Torino,7118101.216455829,5667933.197711372,1607413.099229234,164286.0744818825,845871.7155108586,0,0.002,0.4,962235.1070356676,769.7880856285342,6793208.742078735,91664.95075171655,2,3,2024-03-01
13,TO,Torino,7118101.216455829,5667933.197711372,1607413.099229234,164286.0744818825,845871.7155108586,0,0.089,0.28,917753.9303575438,22870.427944509993,3575265.411067372,91664.95075171655,2,1,2024-03-31
13,TO,Torino,7118101.216455829,5667933.197711372,1607413.099229234,164286.0744818825,845871.7155108586,0,0.055,0.26,955067.2822799479,13657.462136603255,2970359.2760192393,91664.95075171655,2,1,2024-04-30
13,TO,Torino,7118101.216455829,5667933.197711372,1607413.099229234,164286.0744818825,845871.7155108586,0,0.08,0.5,950877.0658756284,38035.08263502514,2911597.249875649,91664.95075171655,2,2,2024-05-30
14,RM,Roma,965720.3678188659,411800.4571021876,2096906.824935298,-184646.41876823994,281248.2184752721,1,0.443,0.48,410600.5592792862,87310.10292514741,368013.00705140195,95609.29725938245,3,2,2024-01-01
14,RM,Roma,965720.3678188659,411800.4571021876,2096906.824935298,-184646.41876823994,281248.2184752721,0,0.083,0.4,388353.7071178217,12893.34307631168,612671.8217660487,95609.29725938245,3,1,2024-01-31
14,RM,Roma,965720.3678188659,411800.4571021876,2096906.824935298,-184646.41876823994,281248.2184752721,0,0.063,0.45,372104.05895230477,10549.15007129784,648748.3910542785,95609.29725938245,3,2,2024-03-01
14,RM,Roma,965720.3678188659,411800.4571021876,2096906.824935298,-184646.41876823994,281248.2184752721,0,0.07,0.57,407483.4766976609,16258.59072023667,669538.4243769249,95609.29725938245,3,2,2024-03-31
14,RM,Roma,965720.3678188659,411800.4571021876,2096906.824935298,-184646.41876823994,281248.2184752721,1,0.375,0.53,394909.55529808335,78488.27411549407,662827.4402768039,95609.29725938245,3,1,2024-04-30
14,RM,Roma,965720.3678188659,411800.4571021876,2096906.824935298,-184646.41876823994,281248.2184752721,0,0.097,0.46,383014.31279561605,17090.098636940387,920398.7612405772,95609.29725938245,3,2,2024-05-30
15,MI,Milano,5308216.932332289,3479995.4293936766,3577694.813983395,-150449.2132927879,476595.19182837993,0,0.042,0.28,520187.1765357408,6117.401196060312,1861028.281547347,47779.02883913894,3,2,2024-01-01
15,MI,Milano,5308216.932332289,3479995.4293936766,3577694.813983395,-150449.2132927879,476595.19182837993,0,0.073,0.34,504644.8838902862,12525.286018156905,2343602.0843795543,47779.02883913894,3,2,2024-01-31
15,MI,Milano,5308216.932332289,3479995.4293936766,3577694.813983395,-150449.2132927879,476595.19182837993,0,0.055,0.29,541045.4642898801,8629.675155423587,3068627.2909047077,47779.02883913894,3,1,2024-03-01
15,MI,Milano,5308216.932332289,3479995.4293936766,3577694.813983395,-150449.2132927879,476595.19182837993,0,0.035,0.24,527738.3177878426,4433.001869417878,3753413.3497649487,47779.02883913894,3,2,2024-03-31
15,MI,Milano,5308216.932332289,3479995.4293936766,3577694.813983395,-150449.2132927879,476595.19182837993,0,0.045,0.31,504352.5971404569,7035.718730109374,4849744.531477341,47779.02883913894,3,2,2024-04-30
15,MI,Milano,5308216.932332289,3479995.4293936766,3577694.813983395,-150449.2132927879,476595.19182837993,0,0.06,0.28,543019.3474743871,9122.725037569706,2019428.5379259428,47779.02883913894,3,1,2024-05-30
16,TO,Torino,5069881.157617903,2787809.490287446,2915878.3354642317,-243902.7890743164,320903.36884924816,0,0.075,0.57,367480.5009974869,15709.791417642562,2735164.483185253,50420.69573729185,3,4,2024-01-01
16,TO,Torino,5069881.157617903,2787809.490287446,2915878.3354642317,-243902.7890743164,320903.36884924816,0,0.049,0.34,391973.78353395755,6530.283233675734,3540140.026235201,50420.69573729185,3,2,2024-01-31
16,TO,Torino,5069881.157617903,2787809.490287446,2915878.3354642317,-243902.7890743164,320903.36884924816,0,0.035,0.37,388894.2538969125,5036.180587965017,2810127.3712909096,50420.69573729185,3,2,2024-03-01
16,TO,Torino,5069881.157617903,2787809.490287446,2915878.3354642317,-243902.7890743164,320903.36884924816,1,0.378,0.5,386707.28332723165,73087.67654884678,4519939.762652166,50420.69573729185,3,1,2024-03-31
16,TO,Torino,5069881.157617903,2787809.490287446,2915878.3354642317,-243902.7890743164,320903.36884924816,0,0.041,0.47,368820.6964945194,7107.174821449389,4178972.2636934593,50420.69573729185,3,1,2024-04-30
16,TO,Torino,5069881.157617903,2787809.490287446,2915878.3354642317,-243902.7890743164,320903.36884924816,0,0.019,0.5,373628.08712648234,3549.466827701582,2245171.886188631,50420.69573729185,3,1,2024-05-30
17,RM,Roma,7511226.21496014,3677201.4745958108,1119355.6299457075,212880.57279301295,717973.769618719,0,0.09,0.41,833578.3897490148,30759.04258173864,3579257.134190492,95756.34842143982,3,1,2024-01-01
17,RM,Roma,7511226.21496014,3677201.4745958108,1119355.6299457075,212880.57279301295,717973.769618719,0,0.021,0.2,769611.8217958938,3232.3696515427546,7391787.7749601565,95756.34842143982,3,1,2024-01-31
17,RM,Roma,7511226.21496014,3677201.4745958108,1119355.6299457075,212880.57279301295,717973.769618719,0,0.084,0.42,780516.5019383054,27536.622188383415,6081700.954651998,95756.34842143982,3,2,2024-03-01
17,RM,Roma,7511226.21496014,3677201.4745958108,1119355.6299457075,212880.57279301295,717973.769618719,0,0.077,0.59,820774.2691134204,37287.77504582269,4049668.441712902,95756.34842143982,3,2,2024-03-31
17,RM,Roma,7511226.21496014,3677201.4745958108,1119355.6299457075,212880.57279301295,717973.769618719,0,0.09,0.25,797244.9768415069,17938.011978933904,6542441.525872132,95756.34842143982,3,2,2024-04-30
17,RM,Roma,7511226.21496014,3677201.4745958108,1119355.6299457075,212880.57279301295,717973.769618719,0,0.048,0.54,798409.5222858076,20694.774817648136,6825862.721763144,95756.34842143982,3,1,2024-05-30
18,MI,Milano,7790304.528365444,5519653.4039481245,949997.3815448268,27648.685518663257,173844.77691701907,0,0.015,0.31,246081.2294099858,1144.2777167564338,6416182.479230689,70953.80877042755,4,3,2024-01-01
18,MI,Milano,7790304.528365444,5519653.4039481245,949997.3815448268,27648.685518663257,173844.77691701907,0,0.093,0.5,231052.5543892812,10743.943779101575,3782636.10934703,70953.80877042755,4,2,2024-01-31
18,MI,Milano,7790304.528365444,5519653.4039481245,949997.3815448268,27648.685518663257,173844.77691701907,0,0.01,0.41,267620.2801221628,1097.2431485008672,2889937.2506242003,70953.80877042755,4,2,2024-03-01
18,MI,Milano,7790304.528365444,5519653.4039481245,949997.3815448268,27648.685518663257,173844.77691701907,0,0.049,0.22,221709.4962208831,2390.0283692611197,6194837.6389247235,70953.80877042755,4,2,2024-03-31
18,MI,Milano,7790304.528365444,5519653.4039481245,949997.3815448268,27648.685518663257,173844.77691701907,0,0.059,0.25,217936.53128931217,3214.5638365173545,6269579.826857031,70953.80877042755,4,1,2024-04-30
18,MI,Milano,7790304.528365444,5519653.4039481245,949997.3815448268,27648.685518663257,173844.77691701907,0,0.049,0.21,226976.33896384895,2335.586527938006,4561400.3434688635,70953.80877042755,4,1,2024-05-30
19,MI,Milano,1450066.2419289018,923412.8476302044,4075080.8930815253,-92733.7924921064,776675.2996602403,0,0.044,0.31,818123.6563420068,11159.206672504972,787243.3332948752,39169.80287573007,4,3,2024-01-01
19,MI,Milano,1450066.2419289018,923412.8476302044,4075080.8930815253,-92733.7924921064,776675.2996602403,1,0.306,0.33,825133.5324460979,83321.98410640696,472285.2125693175,39169.80287573007,4,1,2024-01-31
19,MI,Milano,1450066.2419289018,923412.8476302044,4075080.8930815253,-92733.7924921064,776675.2996602403,0,0.092,0.2,817913.8508067643,15049.614854844463,1186827.7514502897,39169.80287573007,4,1,2024-03-01
19,MI,Milano,1450066.2419289018,923412.8476302044,4075080.8930815253,-92733.7924921064,776675.2996602403,0,0.097,0.41,820317.755217066,32624.037124982715,675189.7734686729,39169.80287573007,4,1,2024-03-31
19,MI,Milano,1450066.2419289018,923412.8476302044,4075080.8930815253,-92733.7924921064,776675.2996602403,0,0.008,0.24,829063.8346054137,1591.8025624423944,678448.2443637159,39169.80287573007,4,1,2024-04-30
19,MI,Milano,1450066.2419289018,923412.8476302044,4075080.8930815253,-92733.7924921064,776675.2996602403,0,0.077,0.22,818853.6536074958,13871.38089211098,556023.9997726277,39169.80287573007,4,1,2024-05-30
20,RM,Roma,622165.1264059521,435825.7159772785,633963.7939589047,-54809.08031031917,443520.8882714832,0,0.04,0.45,558583.7237272488,10054.50702709048,337423.67875575484,84555.35372226045,1,2,2024-01-01
20,RM,Roma,622165.1264059521,435825.7159772785,633963.7939589047,-54809.08031031917,443520.8882714832,0,0.062,0.55,505361.0924102059,17232.813251188025,362703.0745738386,84555.35372226045,1,4,2024-01-31
20,RM,Roma,622165.1264059521,435825.7159772785,633963.7939589047,-54809.08031031917,443520.8882714832,0,0.057,0.41,509863.0511278763,11915.499504858468,411902.306193292,84555.35372226045,1,3,2024-03-01
20,RM,Roma,622165.1264059521,435825.7159772785,633963.7939589047,-54809.08031031917,443520.8882714832,0,0.03,0.28,508223.36678854347,4269.076281023766,260582.3164169846,84555.35372226045,1,1,2024-03-31
20,RM,Roma,622165.1264059521,435825.7159772785,633963.7939589047,-54809.08031031917,443520.8882714832,0,0.012,0.27,532077.7974178632,1723.9320636338769,258335.0874711223,84555.35372226045,1,1,2024-04-30
20,RM,Roma,622165.1264059521,435825.7159772785,633963.7939589047,-54809.08031031917,443520.8882714832,0,0.023,0.41,494454.25017906324,4662.7035791885655,514057.43492474325,84555.35372226045,1,3,2024-05-30
21,MI,Milano,7460008.222166325,3876938.09243742,4310305.717854981,467562.6279589274,20445.611225687957,0,0.013,0.43,71118.4001399125,397.5518567821108,4360311.959776475,40014.92512467581,1,3,2024-01-01
21,MI,Milano,7460008.222166325,3876938.09243742,4310305.717854981,467562.6279589274,20445.611225687957,0,0.09,0.45,45706.55215756944,1851.1153623815621,3855214.3644769257,40014.92512467581,1,1,2024-01-31
21,MI,Milano,7460008.222166325,3876938.09243742,4310305.717854981,467562.6279589274,20445.611225687957,1,0.459,0.47,52496.21853313445,11325.009224153095,3199085.3255688217,40014.92512467581,1,2,2024-03-01
21,MI,Milano,7460008.222166325,3876938.09243742,4310305.717854981,467562.6279589274,20445.611225687957,0,0.023,0.45,42067.02986133576,435.3937590648251,3941265.410985893,40014.92512467581,1,1,2024-03-31
21,MI,Milano,7460008.222166325,3876938.09243742,4310305.717854981,467562.6279589274,20445.611225687957,0,0.098,0.28,45669.14452647426,1253.1613258064538,3300862.7495355806,40014.92512467581,1,2,2024-04-30
21,MI,Milano,7460008.222166325,3876938.09243742,4310305.717854981,467562.6279589274,20445.611225687957,0,0.057,0.21,41830.84002253165,500.7151550697038,4566106.053802852,40014.92512467581,1,3,2024-05-30
22,TO,Torino,8863864.899204895,2233906.160465898,2714897.3554000626,472307.72250572,394093.0268539075,1,0.12,0.38,476232.29099263,21716.19246926393,7703974.622114379,83127.01731140849,4,1,2024-01-01
22,TO,Torino,8863864.899204895,2233906.160465898,2714897.3554000626,472307.72250572,394093.0268539075,0,0.063,0.29,487816.0703926922,8912.399606074487,8390227.702291777,83127.01731140849,4,4,2024-01-31
22,TO,Torino,8863864.899204895,2233906.160465898,2714897.3554000626,472307.72250572,394093.0268539075,0,0.024,0.32,468834.6977707354,3600.650478879248,4162293.770749206,83127.01731140849,4,1,2024-03-01
22,TO,Torino,8863864.899204895,2233906.160465898,2714897.3554000626,472307.72250572,394093.0268539075,1,0.552,0.22,463821.0514218886,56326.42848467415,5172986.90050103,83127.01731140849,4,1,2024-03-31
22,TO,Torino,8863864.899204895,2233906.160465898,2714897.3554000626,472307.72250572,394093.0268539075,0,0.064,0.54,497242.7880081603,17184.71075356202,6025667.137458316,83127.01731140849,4,2,2024-04-30
22,TO,Torino,8863864.899204895,2233906.160465898,2714897.3554000626,472307.72250572,394093.0268539075,0,0.06,0.4,446741.0633526002,10721.785520462405,4164075.2595562544,83127.01731140849,4,1,2024-05-30
